Rank,Title,Status,Study Results,Conditions,Interventions,Outcome Measures,Last Update Posted,URL
149,Optimized Anesthesia to Reduce Postoperative Cognitive Impairment in the Elderly,Completed,No Results Available,Elderly ; Moderate Risk Surgery,"Device: Depth of anesthesia monitoring (BIS, Covidien USA) and Continus non invasive blood pressure monitoring (Clearsight, Edwards LifeScience, USA)|Procedure: moderate risk surgery",postoperative delirium detected by the Confusion Assessment Method (CAM)|postoperative change in cognitive function detected by a battery of neuropsychological test.,26-Dec-17,https://ClinicalTrials.gov/show/NCT02698982
150,Compensatory Strategies Applied to Cognitive Impairment in Schizophrenia,Completed,No Results Available,Schizophrenia,Behavioral: Cognitive Adaptation Training,Changes in Social functioning assessed by Global Assessment of Function test and Health of the Nation Outcome Scales item 9-12 concerning social problems.|Changes in Social Functioning using Camberwell Assessment of Need questionnaire. Symptoms using Positive and Negative Syndrome Scale. Quality of Life using Lehman Quality of Life Interview-brief version. Relapse and frequency of hospitalization.,28-Jun-13,https://ClinicalTrials.gov/show/NCT01055509
151,Virtual Reality Based Balance Training in People With Mild Cognitive Impairment,Completed,No Results Available,Distorted; Balance|Motor Deficit|Cognitive Deficit,Other: Balance Training,Postural Balance|Gait performance|Cognitive status|Fear of falling|User experience|Depressive signs,16-Dec-14,https://ClinicalTrials.gov/show/NCT02214342
152,Efficacy and Safety of Lisdexamfetamine Dimesylate in Adults With Chronic Fatigue Syndrome,Completed,Has Results,Chronic Fatigue Syndrome|Cognitive Impairments,"Drug: Lisdexamfetamine Dimesylate|Drug: Placebo ""30, 50 or 70 mg""",BRIEF-A|Fatigue Severity Scale (FSS)|Hamiliton Anxiety Inventory|Short Form McGill Pain Questionnaire|Fibromyalgia Impact Questionnaire (FIQ)|Attention-Deficit Hyperactivity Disorder Rating Scale (ADHD-RS)|Clinical Global Impression (Severity),03-Apr-15,https://ClinicalTrials.gov/show/NCT01071044
153,"Clinical Pharmacology of p38 MAP Kinase Inhibitor, VX-745, in Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild AD",Completed,Has Results,Alzheimer's Disease,Drug: VX-745,Percent Change From Baseline to End of Treatment in Cerebrospinal Fluid Levels of Cytokines|Severe or Serious Adverse Events|Maximal CSF VX-745 Concentration|Episodic Memory Function,03-Apr-18,https://ClinicalTrials.gov/show/NCT02423200
154,Memory Impairment Study (Mild Cognitive Impairment Study),Completed,No Results Available,Alzheimer Disease,Drug: Donepezil|Drug: Vitamin E,,11-Dec-09,https://ClinicalTrials.gov/show/NCT00000173
155,Antiglucocorticoid Therapy for Cognitive Impairment in Late-life Anxiety Disorders,Completed,No Results Available,Anxiety Disorders,Drug: Mifepristone,"Drug acceptability, as measured by self-reported side effects and number of dropouts|Drug tolerability, as measured by self-reported side effects and drop-out rates|Cognitive changes over time, as measured by between group and within-subjects comparison of neuropsychological measures.|anxiety and depressive symptoms",20-Mar-14,https://ClinicalTrials.gov/show/NCT01333098
156,Effect of EGb761å¨ on Brain Glucose Metabolism in Three Groups of Elderly Defined by Cognitive Functions,Completed,Has Results,Alzheimer's Disease|Cognitive Impairment,Drug: EGb761å¨|Drug: Placebo,Change in Brain Glucose Metabolism Measured Using 18-Fluorodeoxyglucose Positron Emission Tomography (18FDG-PET)|Change in Brain Glucose Metabolism in the MC and CNE Groups|Change in Cognitive Tests-Clinical Dementia Rating (CDR) Score in MC and CNE Groups|Change in Cognitive Tests-Geriatric Depression Scale (GDS) Score in MC and CNE Groups|Change in Cognitive Tests-Verbal Fluency in MC and CNE Groups|Change in Cognitive Tests-Mini Mental Status Examination (MMSE) Score in MC and CNE Groups|Change in Cognitive Tests-Clock Drawing Test Score in MC and CNE Groups|Change in Cognitive Tests-Cube Drawing Test Score in MC and CNE Groups|Change in Cognitive Tests in MC and CNE Groups - Total Immediate Recall and Delayed Recall Scores of the Free and Cued Selective Reminding Test (FCSRT)|Change in Cognitive Tests-Age-Adjusted Logical Memory (MEM III) in MC and CNE Groups|Change in Cognitive Tests-Age-Adjusted Wechsler Adult Intelligence Scale (WAIS) in MC and CNE Groups|Change in Cognitive Tests-Time to Perform Trail Making Test (TMT) in MC and CNE Groups|Number of Subjects Conversion to Alzheimer's Dementia Diagnosed According to the DSM IV (Diagnostic of Dementia)|Number of Subjects Conversion to Alzheimer's Dementia Diagnosed According to NINCDS-ADRDA (Diagnostic of Alzheimer's)|Change in Cognitive Tests-CDR Score in MC and CNE Groups|Change in Cognitive Tests-GDS Score in MC and CNE Groups|Change in Cognitive Tests-MMSE Score in MC and CNE Groups|Change in Cognitive Tests in MC and CNE Groups - Total Immediate Recall and Delayed Recall Scores of FCSRT|Change in Cognitive Tests-Age-Adjusted WAIS in MC and CNE Groups|Change in Cognitive Tests-Time to Perform TMT in MC and CNE Groups|Incidence of Adverse Events (AEs)|Change in Brain Morphology in the MC and CNE Groups as Determined by the Change in Voxel Size,28-Mar-16,https://ClinicalTrials.gov/show/NCT00814346
157,The Activity Intervention for Chemobrain,Completed,No Results Available,Cancer|Chemotherapy|Cognitive Impairment,Behavioral: Exercise|Behavioral: Usual Care,"Objective measures of cognitive function (a test battery)|Exploratory analyses of psychological status, cardiorespiratory fitness, and inflammatory markers in blood.",04-Apr-17,https://ClinicalTrials.gov/show/NCT00495703
158,ABILITY - TelerehABILITation: TechnologY-enhanced Multi-domain at Home Continuum of Care Program,Completed,No Results Available,Cognitive Impairments|Dementia|Alzheimer Disease,Other: Ability platform program|Other: Usual care program,activities of daily living|behavioral symptoms|cognitive domain (long-term memory)|cognitive domain (language)|cognitive domain (frontal-executive functions)|quality of life|coping strategies|global cognitive level|conversion rate MCI versus AD|cognitive domain - long term memory|cognitive domain - language|cognitive domain - frontal executive functions|caregiver quality of life|caregiver coping strategies|caregiver burden|caregiver affect,18-Jan-17,https://ClinicalTrials.gov/show/NCT02746484
159,Behavioral and Neuroimaging Changes After Cognitive Rehab in Traumatic Brain Injuries (TBI) and Mild Cognitive Impairment (MCI),Completed,Has Results,Mild Cognitive Impairment|Alzheimer's Disease|Traumatic Brain Injury,Behavioral: Mnemonic strategy training (MST)|Behavioral: Repeated exposure (XP)|Behavioral: Subtracting Cues training,Memory Test Accuracy on Trained Stimuli,04-Jan-17,https://ClinicalTrials.gov/show/NCT00714571
160,Molecular Hydrogen for Cognitive Function and Performance in Elderly,Completed,No Results Available,Cognitive Impairments|Aging,Other: Molecular Hydrogen,ADAS-Cog score for cognitive function,28-Oct-16,https://ClinicalTrials.gov/show/NCT02830854
161,Austrian Polyintervention Study to Prevent Cognitive Decline After Ischemic Stroke,Completed,No Results Available,Ischemic Stroke|Cognitive Decline|Dementia,Behavioral: Motivation and lifestyle intervention,Number of persons having cognitively declined at 24 months|Cognitive decline measured on the Cognitive Subscale of the Alzheimer's disease assessment scale (ADAS-cog) at 24 months|Number of persons having cognitively declined 12 months after randomization|Cognitive decline on the Cognitive Subscale of the Alzheimer's disease assessment scale (ADAS-cog) at 12 months|Cognitive impairment on the Mini-Mental-State-Examination (MMSE) scale at 12 months|Cognitive impairment on the Mini-Mental-State-Examination (MMSE) scale at 24 months|Change in cognitive abilities measured by composite scores for each of 5 cognitive domains|Composite outcome for vascular events|Neurological status on the National Institute of Health Stroke Scale (NIHSS) score|Functional status on the modified Rankin Scale|Activities of daily living on Barthel Index|Quality of life on the EQ-5D|Depression on the Center for Epidemiologic Studies Depression Scale (CESD)|All cause mortality|Neurological status on the National Institute of Health Stroke Scale (NIHSS)score,13-Jan-15,https://ClinicalTrials.gov/show/NCT01109836
162,Post-stroke Cognitive Impairment and Dementia,Completed,No Results Available,Stroke|Cognitive Disorders|Behavioral Disorders,Behavioral: French adaptation of NINDS-Canadian Stroke Network battery,determine the frequency of cognitive and behavioral disorders 6 months post-stroke assessed with this new NINDS-Canadian Stroke Network battery|determine the proportion of patients with dementia|determine the value of cognitive screening tests,31-Jan-17,https://ClinicalTrials.gov/show/NCT01339195
163,Lacunar Intervention Trial 1 (LACI-1),Completed,No Results Available,Cerebral Small Vessel Diseases|Cognitive Impairment|Stroke,Drug: isosorbide mononitrate|Drug: cilostazol,Tolerability proportion of patients able to tolerate the target dose|Safety - bleeding|Safety - recurrent stroke|Safety - death|Safety - blood pressure|Efficacy - cerebrovascular function|Efficacy - systemic arterial stiffness|Tolerability Proportion of patients with headache that interferes with daily activities|Tolerability Proportion of patients with dizziness that interferes with daily activities|Tolerability Proportion of patients with nausea that interferes with daily activities|Tolerability Proportion of patients with palpitations|Tolerability Proportion of patients with loose stools|Tolerability Tablet count,19-Jan-18,https://ClinicalTrials.gov/show/NCT02481323
164,Evaluation Prospectively the Level of Reduction in Cognitive Functions of Cancer Patients Who Are on Active Oncology Treatments and Use Cannabis. The Second Goal is to Identify High-risk Groups for Cognitive Impairment Due to Cannabis Use.,Completed,No Results Available,1- Cancer Patients During Chemotherapy Treatment|2- Use of Cannabis Comparing to Control Without Cannabis Use,Drug: cannabis,Cannabis effect on cognitive function during chemotherapy,08-May-17,https://ClinicalTrials.gov/show/NCT01983267
165,Impact of a Memory Group for Older Adults Reporting Memory Difficulties,Completed,No Results Available,Mild Cognitive Impairment|Alzheimer's Disease,Behavioral: Memory group,Neuropsychological measures of memory and attention|Self-report on memory performance in everyday activities|Self-report on use of memory strategies|Informant report on memory performance in everyday activities|Informant report on use of strategies|Assessment of psychological wellbeing,02-Dec-13,https://ClinicalTrials.gov/show/NCT01998711
166,Efficacy and Safety of Piracetam Taken for 12 Months in Subjects Suffering From Mild Cognitive Impairment (MCI),Completed,No Results Available,Memory Disorders,Drug: Piracetam,Cognitive Battery Composite Score over a 52-week period|safety of piracetam for 12 months,16-Dec-13,https://ClinicalTrials.gov/show/NCT00567060
167,Influence of Beta Amyloid Imaging on Care of Patients Cognitive Complaints.,Completed,Has Results,Alzheimer's Disease|Mild Cognitive Impairment,Device: Beta amyloid imaging,Influence of the Neuroimaging Test on a Finding of Alzheimer's Disease as the Underlying Cause of the Mild Memory Loss|Likelihood of Recommending a Medication Indicated for Alzheimer's Disease|Likelihood of Recommending That Spouse Take Various Cognitive Deficit Disease Management Measures,10-Apr-17,https://ClinicalTrials.gov/show/NCT02309723
168,Evaluation of Safety & Tolerability of Multiple Dose Regimens of CHF 5074 and Exploration of Effects on Potential Markers of Clinical Efficacy in Patients With Mild Cognitive Impairment - Prolonged Open Label Extension Phase,Completed,No Results Available,Alzheimer's Disease,Drug: CHF 5074 1x|Drug: CHF 5074 2x|Drug: CHF 5074 3x,Determine maximum tolerated dose of CHF 5074 after multiple oral once daily administration to patients with mild cognitive impairment,06-Feb-14,https://ClinicalTrials.gov/show/NCT01602393
169,A Study to Evaluate the Efficacy and Safety of Galantamine in Patients With Mild Cognitive Impairment,Completed,No Results Available,Dementia|Alzheimer Disease,Drug: Galantamine hydrobromide,"Memory and cognition (ADAS-cog/MCI and CDR-SB scores) at 12 months and Global functional skills and the overall severity of dementia (the CDR-SB and the overall CDR) at 24 months.|Brain atrophy assessed by MRI, Digit Symbol Coding, Alzheimer's Disease Cooperative Study-ADL scale(MCI version) at 24 months. Safety evaluations (adverse event reports, vital signs, laboratory tests, physical examination, electrocardiograms) throughout.",08-Jun-11,https://ClinicalTrials.gov/show/NCT00236574
